" ",Bldg.     ,"","More","Barn Dimensions: 9 in W x 5 in D x 6.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
" ",Bldg.     ,"65382-a","Item","Jacob Adams Farmhouse","1986-1989","59412","65897","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65382-a.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
" ",Bldg.     ,"","More","Dimensions: 7.5 in W x 4.5 in D x 5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
" ",Bldg.     ,"65382-b","Item","Jacob Adams Barn","1986-1989","59412","65897","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65382-b.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"","More","Dimensions: 9 in W x 5 in D x 6.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
" ",Bldg.     ,"65439","Item","Smythe Woolen Mill","1987-1987","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65439.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
" ",Bldg.     ,"","More","Numbered Limited Edition of 7,500 pieces","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
" ",Bldg.     ,"","More","Dimensions: 7.25 in W x 6.25 in D x 7 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.     ,"65307-h","Item","Steeple Church (2)*","1987-1988","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65307-h.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
" ",Bldg.     ,"","More","Dimensions: 5 in W x 6.25 in D x 10 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
" ",Bldg.     ,"59315","Item","Weston Train Station","1987-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/59315.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
" ",Bldg.     ,"","More","Dimensions: 11 in W x 5.75 in D x 4.75 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
" ",Bldg.     ,"65447","Item","Timber Knoll Log Cabin","1987-1990","59862","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65447.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
" ",Bldg.     ,"","More","Dimensions: 6 in W x 5.5 in D x 5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
" ",Bldg.     ,"59307","Item","Craggy Cove Lighthouse","1987-1994","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/59307.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
" ",Bldg.     ,"","More","Dimensions: 8.75 in W x 6 in D x 7.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"59390","Item","Cherry Lane Shops (s/3)","1988-1990","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/59390.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
" ",Bldg.     ,"","More","Contains'Anne Shaw Toys','","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.     ,"","More","'Ben's Barbershop',","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
" ",Bldg.     ,"","More","'Otis Hayes Butcher Shop'","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"","More","Dimensions - Anne Shaw: 7.5 in W x 5.5 in D x 8 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
" ",Bldg.     ,"","More","Dimensions - Ben's: 7 in W x 4.5 in D x 6.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
