" ",Bldg.     ,"","More","Dimensions: 4.75 in W x 4.75 in D x 6 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.     ,"65196","Item","Dickens' Village Mill","1985-1986","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65196.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
" ",Bldg.     ,"","More","Numbered Limited Edition of 2,500 pieces","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
" ",Bldg.     ,"","More","Dimensions: 7 in W x 5 in D x 9 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
" ",Bldg.     ,"65188-a","Item","Thatched Cottage","1985-1988","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65188-a.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
" ",Bldg.     ,"","More","Dimensions: 4.75 in W x 3.75 in D x 6 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.     ,"65161","Item","Dickens' Village Church- 5 variations","1985-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65161.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
" ",Bldg.     ,"","More","Dimensions: 5.5 in W x 8.75 in D x 10.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
" ",Bldg.     ,"65188-b","Item","Stone Cottage","1985-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65188-b.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
" ",Bldg.     ,"","More","Two variations- first, tan","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.     ,"","More","Dimensions: 7 in W x 4.25 in D x 5.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"65188-c","Item","Stone Cottage","1985-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65188-c.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
" ",Bldg.     ,"","More","Two variations- second, pea green","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
" ",Bldg.     ,"","More","Dimensions: 7 in W x 4.25 in D x 5.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"65188-d","Item","Tudor Cottage","1985-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65188-d.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
" ",Bldg.     ,"","More","Dimensions: 6 in W x 3,75 in D x 6 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
" ",Bldg.     ,"65021","Item","Norman Church","1986-1987","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65021.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
" ",Bldg.     ,"","More","*Bates-stamped, numbered limited edition of 3,500","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
" ",Bldg.     ,"","More","Dimensions: 11 in H x 10 in D x 11 in W","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
" ",Bldg.     ,"65072-a","Item","Thomas Kersey Coffee House","1986-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65072-a.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"","More","Dimensions: 5.25 in W x 5 in D x 6.5 in H","","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/no-image.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.     ,"65072-b","Item","Cottage Toy Shop","1986-1989","","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/65072-b.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
